study_accession	sample_accession	experiment_accession	run_accession	library_strategy	read_count	experiment_title	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sra_aspera	sample_alias	sample_title
PRJEB6070	SAMEA2466925	ERX445218	ERR479386	WGS	10592239	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479386/ERR479386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479386/ERR479386_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479386/ERR479386_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479386/ERR479386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479386/CCIS90443472ST-4-0_12s006308-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479386/CCIS90443472ST-4-0_12s006308-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479386	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479386	CCIS90443472ST-4-0	Human stool sample
PRJEB6070	SAMEA2466921	ERX445219	ERR479387	WGS	11476866	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479387/ERR479387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479387/ERR479387_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479387/ERR479387_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479387/ERR479387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479387/CCIS90903952ST-3-0_11s002726-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479387/CCIS90903952ST-3-0_11s002726-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479387	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479387	CCIS90903952ST-3-0	Human stool sample
PRJEB6070	SAMEA2466921	ERX445220	ERR479388	WGS	11311297	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479388/ERR479388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479388/ERR479388_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479388/ERR479388_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479388/ERR479388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479388/CCIS90903952ST-3-0_11s002726-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479388/CCIS90903952ST-3-0_11s002726-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479388	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479388	CCIS90903952ST-3-0	Human stool sample
PRJEB6070	SAMEA2466927	ERX445221	ERR479389	WGS	22050350	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479389/ERR479389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479389/ERR479389_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479389/ERR479389_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479389/ERR479389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479389/CCIS91228662ST-4-0_11s002728-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479389/CCIS91228662ST-4-0_11s002728-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479389	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479389	CCIS91228662ST-4-0	Human stool sample
PRJEB6070	SAMEA2466927	ERX445222	ERR479390	WGS	21994502	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479390/ERR479390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479390/ERR479390_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479390/ERR479390_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479390/ERR479390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479390/CCIS91228662ST-4-0_11s002728-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479390/CCIS91228662ST-4-0_11s002728-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479390	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479390	CCIS91228662ST-4-0	Human stool sample
PRJEB6070	SAMEA2466978	ERX445223	ERR479391	WGS	3162368	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479391/ERR479391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479391/ERR479391_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479391/ERR479391_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479391/ERR479391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479391/CCIS93040568ST-20-0_12s006269-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479391/CCIS93040568ST-20-0_12s006269-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479391	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479391	CCIS93040568ST-20-0	Human stool sample
PRJEB6070	SAMEA2466978	ERX445224	ERR479392	WGS	3274349	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479392/ERR479392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479392/ERR479392_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479392/ERR479392_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479392/ERR479392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479392/CCIS93040568ST-20-0_12s006269-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479392/CCIS93040568ST-20-0_12s006269-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479392	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479392	CCIS93040568ST-20-0	Human stool sample
PRJEB6070	SAMEA2466898	ERX445225	ERR479393	WGS	9170293	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479393/ERR479393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479393/ERR479393_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479393/ERR479393_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479393/ERR479393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479393/CCIS94417875ST-3-0_11s002719-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479393/CCIS94417875ST-3-0_11s002719-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479393	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479393	CCIS94417875ST-3-0	Human stool sample
PRJEB6070	SAMEA2466898	ERX445226	ERR479394	WGS	8942918	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479394/ERR479394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479394/ERR479394_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479394/ERR479394_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479394/ERR479394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479394/CCIS94417875ST-3-0_11s002719-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479394/CCIS94417875ST-3-0_11s002719-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479394	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479394	CCIS94417875ST-3-0	Human stool sample
PRJEB6070	SAMEA2466923	ERX445227	ERR479395	WGS	8980248	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479395/ERR479395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479395/ERR479395_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479395/ERR479395_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479395/ERR479395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479395/CCIS94496512ST-4-0_11s004158-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479395/CCIS94496512ST-4-0_11s004158-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479395	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479395	CCIS94496512ST-4-0	Human stool sample
PRJEB6070	SAMEA2466923	ERX445228	ERR479396	WGS	8770637	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479396/ERR479396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479396/ERR479396_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479396/ERR479396_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479396/ERR479396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479396/CCIS94496512ST-4-0_11s004158-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479396/CCIS94496512ST-4-0_11s004158-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479396	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479396	CCIS94496512ST-4-0	Human stool sample
PRJEB6070	SAMEA2467012	ERX445229	ERR479397	WGS	8111130	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479397/ERR479397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479397/ERR479397_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479397/ERR479397_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479397/ERR479397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479397/CCIS94603952ST-4-0_13s007955-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479397/CCIS94603952ST-4-0_13s007955-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479397	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479397	CCIS94603952ST-4-0	Human stool sample
PRJEB6070	SAMEA2467012	ERX445230	ERR479398	WGS	8162683	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479398/ERR479398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479398/ERR479398_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479398/ERR479398_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479398/ERR479398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479398/CCIS94603952ST-4-0_13s007955-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479398/CCIS94603952ST-4-0_13s007955-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479398	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479398	CCIS94603952ST-4-0	Human stool sample
PRJEB6070	SAMEA2467012	ERX445231	ERR479399	WGS	8105472	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479399/ERR479399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479399/ERR479399_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479399/ERR479399_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479399/ERR479399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479399/CCIS94603952ST-4-0_13s007955-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479399/CCIS94603952ST-4-0_13s007955-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479399	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479399	CCIS94603952ST-4-0	Human stool sample
PRJEB6070	SAMEA2467012	ERX445232	ERR479400	WGS	8071808	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479400/ERR479400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479400/ERR479400_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479400/ERR479400_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479400/ERR479400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479400/CCIS94603952ST-4-0_13s007955-4-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479400/CCIS94603952ST-4-0_13s007955-4-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479400	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479400	CCIS94603952ST-4-0	Human stool sample
PRJEB6070	SAMEA2466980	ERX445233	ERR479401	WGS	6133822	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479401/ERR479401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479401/ERR479401_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479401/ERR479401_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479401/ERR479401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479401/CCIS95097901ST-4-0_12s006305-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479401/CCIS95097901ST-4-0_12s006305-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479401	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479401	CCIS95097901ST-4-0	Human stool sample
PRJEB6070	SAMEA2466980	ERX445234	ERR479402	WGS	5868386	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479402/ERR479402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479402/ERR479402_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479402/ERR479402_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479402/ERR479402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479402/CCIS95097901ST-4-0_12s006305-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479402/CCIS95097901ST-4-0_12s006305-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479402	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479402	CCIS95097901ST-4-0	Human stool sample
PRJEB6070	SAMEA2466980	ERX445235	ERR479403	WGS	6031576	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479403/ERR479403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479403/ERR479403_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479403/ERR479403_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479403/ERR479403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479403/CCIS95097901ST-4-0_12s006305-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479403/CCIS95097901ST-4-0_12s006305-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479403	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479403	CCIS95097901ST-4-0	Human stool sample
PRJEB6070	SAMEA2466980	ERX445236	ERR479404	WGS	6005670	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479404/ERR479404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479404/ERR479404_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479404/ERR479404_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479404/ERR479404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479404/CCIS95097901ST-4-0_12s006305-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479404/CCIS95097901ST-4-0_12s006305-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479404	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479404	CCIS95097901ST-4-0	Human stool sample
PRJEB6070	SAMEA2467019	ERX445237	ERR479405	WGS	7875737	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479405/ERR479405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479405/ERR479405_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479405/ERR479405_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479405/ERR479405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479405/CCIS95409808ST-4-0_13s007954-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479405/CCIS95409808ST-4-0_13s007954-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479405	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479405	CCIS95409808ST-4-0	Human stool sample
PRJEB6070	SAMEA2467019	ERX445238	ERR479406	WGS	7874890	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479406/ERR479406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479406/ERR479406_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479406/ERR479406_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479406/ERR479406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479406/CCIS95409808ST-4-0_13s007954-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479406/CCIS95409808ST-4-0_13s007954-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479406	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479406	CCIS95409808ST-4-0	Human stool sample
PRJEB6070	SAMEA2467019	ERX445239	ERR479407	WGS	7877680	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479407/ERR479407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479407/ERR479407_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479407/ERR479407_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479407/ERR479407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479407/CCIS95409808ST-4-0_13s007954-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479407/CCIS95409808ST-4-0_13s007954-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479407	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479407	CCIS95409808ST-4-0	Human stool sample
PRJEB6070	SAMEA2467019	ERX445240	ERR479408	WGS	7887257	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479408/ERR479408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479408/ERR479408_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479408/ERR479408_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479408/ERR479408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479408/CCIS95409808ST-4-0_13s007954-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479408/CCIS95409808ST-4-0_13s007954-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479408	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479408	CCIS95409808ST-4-0	Human stool sample
PRJEB6070	SAMEA2466969	ERX445241	ERR479409	WGS	4046040	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479409/ERR479409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479409/ERR479409_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479409/ERR479409_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479409/ERR479409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479409/CCIS96387239ST-4-0_12s006294-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479409/CCIS96387239ST-4-0_12s006294-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479409	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479409	CCIS96387239ST-4-0	Human stool sample
PRJEB6070	SAMEA2466969	ERX445242	ERR479410	WGS	3864522	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479410/ERR479410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479410/ERR479410_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479410/ERR479410_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479410/ERR479410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479410/CCIS96387239ST-4-0_12s006294-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479410/CCIS96387239ST-4-0_12s006294-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479410	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479410	CCIS96387239ST-4-0	Human stool sample
PRJEB6070	SAMEA2466969	ERX445243	ERR479411	WGS	3983596	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479411/ERR479411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479411/ERR479411_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479411/ERR479411_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479411/ERR479411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479411/CCIS96387239ST-4-0_12s006294-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479411/CCIS96387239ST-4-0_12s006294-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479411	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479411	CCIS96387239ST-4-0	Human stool sample
