species_tax_id,genus_tax_id,metabolism,gram_stain,pathways,substrate,sporulation,motility,cell_shape
244566,286,aerobic,negative,"NA","2aminethanol,acetate,adonitol,alanine,alaninamide,alphaketovaleric_acid,arabinose,arabitol,asparagine,aspartate,citrate,formic_acid,fructose,galactose,galacturonic_acid,gelatin,gluconic_acid,glucuronamide,glucose,glutamate,glycerol,histidine,hyrdoxyproline,inosine,itaconate,lactate,leucine,malonate,mannitol,mannose,methyl_pyruvate,myoinositol,nacetylgulcosamine,ornithine,proline,propionate,putrescine,rhamnose,serine,sorbitol,succinate,threonine,trehalose,tween_60,urocanic_acid,xylose",no,flagella,bacillus
244573,1056,anaerobic,negative,"NA","acetate,formic_acid,fructose,glycerol,lactate,malate,propionate,pyruvate,succinate",no,no,coccus
244581,2100211,NA,negative,"NA","NA",NA,NA,bacillus
244584,2093,aerobic,negative,"NA","NA",no,no,coccus
244596,274591,aerobic,negative,"aerobic_anoxygenic_phototrophy,photoheterotrophy","acetate,citrate,fructose,glucose,glutamate,glycerol,lactate,malate,pyruvate,succinate",no,yes,bacillus
244734,374,NA,negative,"NA","arabinose,fructose,galactose,glucose,maltose,mannitol,mannose,nacetylgulcosamine",NA,NA,bacillus
244735,580374,obligate aerobic,positive,"NA","fructose,maltose,mannitol,mannose,melibiose,methyl_betadglucoside,raffinose,sucrose,trehalose,xylitol",no,no,bacillus
244787,191291,anaerobic,negative,"nitrate_reduction_to_ammonia,nitrite_reduction,nitrite_reduction_to_ammonia,nitrate_reduction,sulfur_reduction,hydrogen_oxidation_dark,hydrogen_oxidation",formic_acid,no,yes,bacillus
245012,NA,anaerobic,positive,cellulose_degradation,"NA",no,no,coccus
245014,NA,anaerobic,positive,cellulose_degradation,"NA",no,no,coccus
245160,1329200,facultative,positive,"NA","cellobiose,galactose,lactate,malate,mannitol,mannose,pyruvate,rhamnose,ribose,salicin,sucrose",yes,NA,bacillus
245187,245186,obligate aerobic,negative,aerobic_chemo_heterotrophy,tween_80,no,no,bacillus
245188,2211641,aerobic,negative,aerobic_chemo_heterotrophy,tween_80,no,no,bacillus
245294,42054,obligate aerobic,negative,"NA","alaninamide,asparagine,histidine,lactose,ribose,trehalose,xylitol",NA,flagella,bacillus
245385,2745,obligate aerobic,negative,nitrate_reduction,"glucose,glycerol",no,flagella,bacillus
245836,2013,aerobic,positive,nitrate_reduction,"fructose,raffinose,ribose,sucrose",yes,no,NA
246144,1350,aerobic,positive,"NA","cellobiose,fructose,galactose,glucose,lactose,maltose,mannose,methyl_betadglucoside,nacetylgulcosamine,salicin,sucrose,trehalose",no,no,coccus
246167,662,facultative,negative,"NA","cellobiose,fucose,galactose,glucose,glycerol,glycogen,mannitol,mannose,melibiose,nacetylgulcosamine,ribose,sucrose",NA,flagella,NA
246191,2794998,anaerobic,negative,"NA","ethanol,formic_acid,lactate,succinate",no,flagella,NA
246264,246263,NA,negative,nitrate_reduction,"NA",NA,flagella,bacillus
246272,2675234,obligate aerobic,positive,"NA","5ketogluconate,arabinose,cellobiose,fructose,glycerol,glycogen,lactose,maltose,mannose,nacetylgulcosamine,raffinose,rhamnose,ribose,salicin,sucrose,trehalose,xylose",yes,no,bacillus
246273,953,NA,NA,"NA","NA",NA,NA,NA
246432,1279,aerobic,positive,nitrate_reduction,"NA",no,no,coccus
246602,1522432,obligate aerobic,negative,"NA","NA",no,yes,bacillus
246603,169133,obligate aerobic,positive,"NA","arabinose,cellobiose,dextrin,galactose,glucose,glycine,lactose,maltose,mannitol,mannose,ribose,salicin,sorbitol,sucrose,xylose",no,no,coccus
246613,33882,obligate aerobic,positive,"NA","arabinose,cellobiose,fructose,galactose,glucose,lactose,maltose,mannitol,mannose,ribose,sucrose,xylose",no,no,bacillus
246618,1678,anaerobic,positive,"NA","NA",no,no,bacillus
246786,2675233,aerobic,positive,nitrate_reduction,"acetate,cellobiose,fructose,galactose,glucose,malate,maltose,mannose,melibiose,pyruvate,raffinose,succinate,sucrose,trehalose,tween_80,arginine,lactose,myoinositol,rhamnose,ribose,tryptophan",yes,NA,bacillus
246787,816,NA,negative,"xylan_degradation,cellulose_degradation","arabinose,cellobiose,fructose,galactose,galacturonic_acid,glucose,lactose,maltose,mannose,melibiose,raffinose,ribose,salicin,sucrose,xylose",no,no,bacillus
246796,84567,obligate aerobic,negative,"NA","adonitol,alanine,arabinose,arginine,aspartate,cellobiose,formic_acid,fructose,fucose,galactose,glucose,glutamate,glycerol,maltose,mannitol,mannose,melibiose,myoinositol,proline,pyruvate,raffinose,rhamnose,ribose,salicin,serine,sorbitol,succinate,sucrose,threonine,trehalose,xylose",no,no,bacillus
247022,48073,obligate aerobic,negative,"NA","acetate,arginine,cellobiose,glucose,malate,pyruvate,serine,succinate,trehalose,tween_80",no,no,bacillus
247157,109169,anaerobic,NA,"NA","lactate,propionate",no,flagella,bacillus
247333,265976,aerobic,positive,nitrate_reduction,"acetate,cellobiose,fructose,galactose,gelatin,glucose,glycerol,mannitol,mannose,sorbitol,sucrose,trehalose,tween_80",no,no,coccus
247480,150247,obligate aerobic,NA,"NA","NA",yes,yes,bacillus
247482,114248,microaerophilic,negative,"NA","NA",NA,NA,NA
247490,360731,NA,negative,"annamox,nitrite_reduction,nitrification","NA",no,NA,NA
247523,53246,aerobic,negative,"NA","glucose,maltose,mannitol,sucrose",no,flagella,bacillus
247633,NA,NA,negative,"NA","NA",no,NA,NA
247634,NA,NA,negative,"NA","NA",no,NA,NA
247639,NA,NA,negative,"NA","NA",no,NA,NA
248026,106589,aerobic,negative,nitrate_reduction,"4hydroxbenzoate,adipate,caprate,citrate,fructose,gluconic_acid,glutamate,lactate,malate,phenylacetate",no,yes,bacillus
248039,248038,anaerobic,negative,"NA",glycine,no,flagella,NA
248315,29465,NA,negative,"NA","NA",NA,NA,NA
248316,29465,anaerobic,negative,"NA","NA",NA,NA,NA
248451,497,aerobic,negative,nitrate_reduction,"alanine,arginine,glucose,glutamate,glycerol,phenylalanine,pyruvate,ribose,serine",NA,no,coccus
248452,497,aerobic,negative,nitrate_reduction,"alanine,asparagine,glutamate,glycerol,mannose,phenylalanine,trehalose",no,no,coccus
248551,1817,aerobic,positive,"NA","NA",NA,NA,filament
248552,1817,aerobic,positive,"NA","NA",NA,no,filament
248902,33877,obligate aerobic,positive,"xylan_degradation,cellulose_degradation","arabinose,cellobiose,galactose,glucose,glycerol,lactose,maltose,mannose,melibiose,nacetylgulcosamine,raffinose,rhamnose,ribose,salicin,sucrose,xylose",no,no,bacillus
248903,44249,facultative,positive,"xylan_degradation,nitrate_reduction","arabinose,glucose,maltose,mannitol,mannose,melibiose,nacetylgulcosamine,rhamnose,sucrose,xylose",yes,flagella,bacillus
248905,112040,aerobic,negative,nitrate_reduction,"arabinose,fucose,glucose,lactose,maltose,mannitol,mannose,rhamnose,sucrose,tween_20,tween_80",NA,gliding,bacillus
248906,112040,aerobic,negative,nitrate_reduction,"arabinose,cellobiose,fucose,glucose,lactose,maltose,mannitol,mannose,raffinose,rhamnose,sucrose,tween_40",NA,gliding,bacillus
248907,112040,aerobic,negative,nitrate_reduction,"arabinose,cellobiose,fucose,glucose,lactose,maltose,mannitol,mannose,rhamnose,sucrose,tween_20,tween_40,tween_80,xylose",NA,gliding,bacillus
249058,2053,obligate aerobic,positive,"NA","4hydroxbenzoate,alanine,arabinose,arabitol,galactose,leucine,nacetylgulcosamine,phenylacetate,proline,putrescine,quinic_acid,serine,sucrose",no,no,coccus
249188,724,microaerophilic,negative,"NA","NA",no,NA,bacillus
249189,1350,microaerophilic,positive,"NA","NA",NA,NA,coccus
249351,237,aerobic,negative,"NA","glucose,maltose,mannose",NA,no,bacillus
249352,237,aerobic,negative,"NA","glucose,maltose",NA,no,bacillus
249402,273135,NA,negative,"NA","NA",no,NA,NA
249403,1298,aerobic,positive,"NA","NA",NA,no,coccus
249406,1298,aerobic,positive,"NA","NA",NA,no,coccus
249408,1298,aerobic,positive,"NA","NA",NA,no,coccus
249409,47420,aerobic,negative,"NA","NA",NA,NA,NA
249410,47420,aerobic,negative,"NA","NA",NA,NA,NA
249567,1883,aerobic,NA,"NA","arabitol,cellobiose,dextrin,fructose,fucose,galactose,glutamate,glycogen,leucine,myoinositol,proline,ribose,xylose",yes,NA,NA
251051,1276290,NA,positive,"NA","NA",NA,NA,NA
251535,203804,NA,negative,"NA","NA",no,NA,NA
251542,203804,NA,negative,"NA","NA",no,NA,bacillus
251699,286,NA,NA,"NA","NA",NA,NA,NA
251701,286,aerobic,negative,"NA","NA",no,yes,bacillus
251747,535,aerobic,negative,nitrate_reduction,"acetate,alanine,asparagine,aspartate,caprate,fructose,glucose,glutamate,histidine,inosine,lactate,nacetylgulcosamine,propionate,serine,threonine,trehalose,tween_40,tween_80",NA,yes,bacillus
252130,299568,facultative,negative,nitrate_reduction,"arabinose,fructose,gluconic_acid,glucose,leucine,malate,mannitol,proline,urea",no,no,bacillus
252230,1839,obligate aerobic,positive,nitrate_reduction,"cellobiose,citrate,fructose,galactose,glucose,glycerol,lactose,mannitol,mannose,raffinose,salicin,tween_80,xylose",no,no,bacillus
252231,1839,obligate aerobic,positive,"NA","cellobiose,citrate,fructose,galactose,glucose,glycerol,lactose,mannitol,mannose,raffinose,ribose,salicin,tween_80,xylose",no,no,bacillus
252246,29330,obligate aerobic,positive,"NA","arabinose,cellobiose,fructose,galactose,glucose,glycerol,glycogen,maltose,mannitol,mannose,melibiose,raffinose,ribose,sucrose,trehalose,xylose",yes,NA,bacillus
252302,252301,aerobic,negative,"NA","2,3butanediol,acetate,alanine,arabitol,cellobiose,citrate,formic_acid,galactose,gluconic_acid,glucose,glutamate,glycogen,inosine,lactate,lactose,maltose,nacetylgulcosamine,propionate,pyruvate,pyruvic_acid_methyl_ester,ribose,serine,sucrose,trehalose,tween_80,uridine,xylitol",no,no,bacillus
252307,252306,aerobic,negative,"NA","cellobiose,fructose,glucose,glutamate,lactate,lactose,maltose,mannose,melibiose,nacetylgulcosamine,ornithine,proline,propionate,raffinose,ribose,serine,succinate,sucrose,trehalose,xylose",no,no,bacillus
252394,65496,obligate aerobic,positive,"NA","citrate,galactose,glucose,mannitol,mannose,raffinose,rhamnose,ribose,salicin,succinate,sucrose",no,no,filament
252474,106633,NA,negative,"sulfur_oxidation_dark,sulfide_oxidation_dark,thiosulfate_oxidation_dark","NA",NA,NA,NA
252514,48073,facultative,negative,nitrate_reduction,"cellobiose,fructose,glucose,maltose,mannitol,trehalose,xylose",NA,flagella,bacillus
252583,662,facultative,negative,"NA","NA",no,no,bacillus
252597,226,NA,negative,"NA","galactose,maltose,tween_20,tween_40,tween_60",no,flagella,bacillus
252966,252965,anaerobic,positive,"NA","arabinose,cellobiose,fructose,galactose,glucose,mannose,sucrose,xylose",yes,yes,bacillus
252967,2792240,anaerobic,negative,"NA","asparagine,cellobiose,glucose,glycogen,maltose,sucrose,trehalose,acetate,ethanol,formic_acid",NA,gliding,spiral
252970,1822464,aerobic,negative,"NA","NA",no,NA,bacillus
253107,2765403,aerobic,negative,"NA","NA",NA,no,pleomorphic
253108,253106,aerobic,negative,"NA","NA",NA,no,pleomorphic
253160,162291,obligate aerobic,positive,"NA","fructose,galactose,gelatin,lactose,raffinose,sucrose,tween_20",no,yes,coccus
253184,253183,obligate aerobic,positive,"NA","5ketogluconate,arabitol,galacturonic_acid,gluconic_acid,glycogen,lactose,mannitol,mannose,melibiose,raffinose,rhamnose,salicin,tween_40,tween_80",yes,NA,NA
253239,253238,anaerobic,positive,"NA","cellobiose,fructose,galactose,glucose,lactose,maltose,mannose,melibiose,ribose,sucrose",no,yes,bacillus
253245,267986,aerobic,negative,"NA",tween_20,no,yes,bacillus
253256,253255,anaerobic,positive,fermentation,"NA",yes,NA,bacillus
253257,2719231,anaerobic,positive,"sulfite_reduction,xylan_degradation,fermentation","NA",NA,NA,NA
253314,35829,anaerobic,positive,"fermentation,cellulose_degradation",cellobiose,yes,no,bacillus
253547,204476,obligate aerobic,negative,"NA","acetate,arabinose,citrate,ethanol,gluconic_acid,glucose,glycerol,lactate,lactose,malate,mannitol,mannose,nacetylgulcosamine",no,no,bacillus
253703,44249,facultative,positive,"NA","arabinose,cellobiose,fructose,galactose,glucose,lactose,maltose,mannose,melibiose,methyl_betadglucoside,nacetylgulcosamine,raffinose,ribose,salicin,sucrose,trehalose,tween_80,xylose",yes,flagella,bacillus
254161,286,obligate aerobic,negative,"NA","citrate,lactate,tween_40",NA,flagella,bacillus
254246,254245,microaerophilic,negative,"NA","NA",NA,NA,NA
254247,254245,microaerophilic,negative,"NA","NA",NA,NA,NA
254356,1400060,obligate aerobic,negative,"NA","acetate,alanine,alaninamide,alphaketovaleric_acid,arabitol,asparagine,aspartate,cellobiose,citrate,fructose,galactose,galacturonic_acid,glucuronamide,glucose,glutamate,glycerol,histidine,inosine,itaconate,lactose,malate,malonate,maltose,mannitol,mannose,propionate,pyruvate,quinic_acid,rhamnose,salicin,serine,sorbitol,succinate,sucrose,threonine,thymidine,trehalose,tween_40,uridine",no,no,bacillus
254357,289239,microaerophilic,negative,"photoheterotrophy,aerobic_anoxygenic_phototrophy,nitrate_reduction","acetate,glutamate,pyruvate",no,yes,bacillus
254406,573139,NA,negative,"NA","NA",NA,NA,NA
254408,413435,obligate aerobic,negative,"NA","glucose,glutamate,methyl_pyruvate,succinate,threonine",no,NA,bacillus
254410,2823237,aerobic,positive,"NA","NA",yes,no,bacillus
254719,2742,facultative,NA,"NA","NA",NA,NA,NA
254757,2837510,obligate aerobic,positive,"NA","3hydroxybutyrate,alanine,arabinose,aspartate,galactose,glucosamine,glutamate,histidine,lactate,malate,malonate,mannitol,myoinositol,proline,putrescine,rhamnose,ribose,succinate,tryptophan",no,yes,bacillus
254758,2837510,obligate aerobic,positive,"NA","2ketogluconate,citrate,gluconic_acid,glucosamine,glucose,histidine,lactate,malate,malonate,melibiose,phenylacetate,proline,putrescine,ribose,tryptophan",yes,yes,bacillus
254759,2837510,aerobic,negative,"NA","2ketogluconate,3hydroxybutyrate,5ketogluconate,adonitol,alanine,arabinose,arabitol,galacturonic_acid,gluconic_acid,glucosamine,glucose,histidine,lactate,malonate,nacetylgulcosamine,phenylacetate,propionate,putrescine,quinic_acid,raffinose,ribose,succinate,tryptophan,xylose",yes,yes,bacillus
254784,99906,aerobic,positive,fermentation,"NA",NA,NA,NA
254785,1301,microaerophilic,positive,"NA","lactose,maltose,mannitol,ribose",no,NA,coccus
254786,1301,facultative,positive,"NA","alanine,leucine,maltose,phenylalanine,proline,sucrose",no,NA,coccus
254787,1742990,obligate aerobic,positive,"NA","adonitol,arabinose,arginine,asparagine,cellobiose,fructose,galactose,glucose,glycine,lactose,maltose,mannose,melibiose,phenylalanine,pyruvate,ribose,sorbitol,sucrose,xylitol,xylose",no,no,NA
254788,1742990,obligate aerobic,positive,"NA","arabinose,arginine,asparagine,fructose,galactose,glutamate,histidine,mannose,melibiose,pyruvate,rhamnose,sorbitol,sucrose,trehalose,xylitol,xylose",no,no,bacillus
254793,22,NA,negative,"NA","arabinose,citrate,glutamate,lactate,maltose,mannose,pyruvate,sorbitol,succinate",no,flagella,bacillus
254954,111500,aerobic,negative,"NA","glucose,cellobiose,fructose,lactose,maltose,mannose,melibiose,raffinose,succinate,sucrose,trehalose,tween_20,tween_40,tween_60,tween_80",no,no,bacillus
254955,111500,aerobic,negative,"NA","cellobiose,fructose,glucose,lactose,maltose,mannose,melibiose,raffinose,succinate,sucrose,trehalose,tween_20,tween_40,tween_60,tween_80",no,no,bacillus
255042,747294,obligate aerobic,negative,"NA","acetate,citrate,fructose,gluconic_acid,malate,mannitol,propionate,succinate",NA,flagella,bacillus
255045,374,NA,negative,"NA","NA",NA,NA,NA
255205,255204,obligate aerobic,positive,"NA","2,3butanediol,alanine,fructose,glucose,glutamate,glycerol,inosine,lactose,maltose,mannitol,methyl_pyruvate,nacetylgulcosamine,pyruvate,raffinose,sucrose,thymidine,tween_80,uridine,glycine,rhamnose",no,no,bacillus
255247,1329200,aerobic,positive,"NA","fructose,glucose,histidine,lactate,maltose,mannitol,melibiose,raffinose,sorbitol,sucrose",yes,yes,bacillus
255248,1243,NA,NA,"NA","NA",NA,NA,NA
255457,234,NA,negative,"NA","NA",NA,NA,NA
255507,2321111,microaerophilic,negative,"NA","NA",no,flagella,NA
255519,1903434,facultative,negative,"NA","NA",NA,yes,bacillus
255616,2251,aerobic,negative,"NA","NA",NA,yes,disc 
255723,84108,anaerobic,positive,nitrate_reduction,"NA",no,NA,bacillus
255984,1855416,aerobic,negative,"NA","acetate,glucose,malate,pyruvate,succinate",no,no,bacillus
256034,58113,obligate aerobic,positive,nitrate_reduction,"acetate,adonitol,arabinose,cellobiose,citrate,dextrin,fructose,galactose,glucose,glycerol,lactose,malate,maltose,mannose,melibiose,myoinositol,rhamnose,salicin,sorbitol,succinate,sucrose,trehalose,xylose",yes,NA,NA
256035,58113,aerobic,positive,nitrate_reduction,"adonitol,arabinose,cellobiose,dextrin,fructose,galactose,glucose,glycerol,lactose,maltose,mannitol,mannose,myoinositol,rhamnose,salicin,sorbitol,sucrose,trehalose,xylose",yes,NA,NA
256037,58113,obligate aerobic,positive,nitrate_reduction,"acetate,arabinose,cellobiose,dextrin,fructose,galactose,glucose,glycerol,lactose,malate,maltose,mannose,myoinositol,propionate,rhamnose,salicin,xylose",yes,NA,NA
256323,2742,obligate aerobic,negative,"NA","cellobiose,glucose,glycerol,mannose,serine,sucrose",no,yes,bacillus
256324,2742,obligate aerobic,negative,nitrate_reduction,"adipate,cellobiose,glycerol,methyl_pyruvate,serine,sucrose",no,flagella,bacillus
256325,497,obligate aerobic,negative,nitrate_reduction,"acetate,alphaketovaleric_acid,glutamate,leucine,ornithine,tween_40,tween_80",no,no,coccobacillus
256326,497,obligate aerobic,negative,nitrate_reduction,"acetate,arabinose,asparagine,citrate,galactose,glucose,glutamate,lactose,leucine,malate,propionate,rhamnose,tween_40,tween_80",no,no,coccobacillus
256466,286,aerobic,negative,"NA","NA",no,yes,bacillus
256549,53457,aerobic,NA,"NA","NA",NA,NA,NA
256618,256616,aerobic,negative,aerobic_chemo_heterotrophy,"acetate,ethanol,pyruvate,succinate,tween_20,tween_80",no,yes,bacillus
256701,1742989,aerobic,positive,chlorocarbon_degradation,"NA",no,no,bacillus
256702,1742989,aerobic,positive,"NA","NA",NA,NA,NA
256731,256730,microaerophilic,negative,"NA","NA",NA,NA,NA
256821,256818,aerobic,positive,nitrate_reduction,"glucose,inosine,methyl_pyruvate,putrescine,thymidine,uridine",no,no,bacillus
256826,2160,anaerobic,NA,methanogenesis,h2_co2,NA,no,bacillus
256839,22,facultative,negative,"NA","NA",no,yes,bacillus
256847,256846,aerobic,negative,"NA","NA",no,no,coccus
257003,13687,obligate aerobic,negative,"NA","adipate,arabinose,cellobiose,fructose,fucose,galactose,lactose,malate,melibiose,nacetylgulcosamine,raffinose,sucrose,trehalose,xylose",no,flagella,bacillus
257274,1817,aerobic,positive,"NA","NA",NA,no,filament
257275,1817,aerobic,positive,"NA","NA",NA,NA,filament
257277,1817,aerobic,positive,"NA","NA",NA,NA,filament
257281,1817,obligate aerobic,positive,"NA","arabinose,citrate,galactose,glucose,mannose",NA,no,filament
257438,441,aerobic,negative,"NA","NA",no,NA,bacillus
257440,261933,obligate aerobic,negative,"nitrate_reduction,nitrogen_fixation","fructose,fucose,glucose,mannitol,mannose,melibiose,nacetylgulcosamine,rhamnose,ribose,sorbitol,sucrose",no,no,bacillus
257446,175304,aerobic,positive,nitrate_reduction,"fructose,glucose,glycerol,ribose,sucrose,tween_80,xylose",yes,no,bacillus
257454,1742990,obligate aerobic,positive,nitrate_reduction,"citrate,gluconic_acid,maltose,mannitol",no,no,coccobacillus
257708,125216,NA,negative,"NA","NA",NA,NA,NA
257758,1301,microaerophilic,positive,"NA","NA",no,no,coccus
257772,2745,obligate aerobic,negative,aromatic_compound_degradation,"2aminethanol,alanine,arabitol,asparagine,aspartate,fructose,galactose,glucose,glutamate,glycerol,glycogen,histidine,inosine,leucine,mannitol,mannose,methyl_pyruvate,nacetylgulcosamine,proline,putrescine,rhamnose,serine,sorbitol,succinate,sucrose,threonine,trehalose,tween_40,tween_80,uridine,urocanic_acid",NA,yes,bacillus
257984,1742989,aerobic,positive,nitrate_reduction,"NA",NA,NA,NA
258049,2063,obligate aerobic,positive,"NA","fructose,glucose,sucrose",yes,no,NA
258050,2063,obligate aerobic,positive,nitrate_reduction,"arabinose,fructose,glucose,sucrose,xylose",yes,no,NA
258051,2063,obligate aerobic,positive,nitrate_reduction,"arabinose,rhamnose,sucrose,xylose",yes,no,NA
258052,2063,obligate aerobic,positive,"NA","arabinose,fructose,raffinose,xylose",yes,no,NA
258053,2063,obligate aerobic,positive,nitrate_reduction,"arabinose,glucose,rhamnose,xylose",yes,no,NA
258224,1716,anaerobic,positive,fermentation,"NA",no,no,bacillus
258256,258255,facultative,negative,"nitrous_oxide_reduction,nitrite_reduction,aerobic_chemo_heterotrophy,denitrification,fermentation,nitrate_reduction","galactose,glucose,mannose,sucrose,trehalose",NA,flagella,bacillus
258475,191373,anaerobic,positive,"NA","acetate,propionate",yes,no,bacillus
258505,1866885,aerobic,positive,"aromatic_hydrocarbon_degradation,hydrocarbon_degradation,aromatic_compound_degradation","NA",NA,NA,NA
258515,258514,anaerobic,positive,"NA","arabinose,cellobiose,fructose,galactose,glucose,maltose,raffinose,salicin,sucrose,xylose",no,flagella,bacillus
258533,1866885,aerobic,positive,nitrate_reduction,"arabinose,citrate,mannitol,trehalose,xylose",no,no,bacillus
258591,2745,obligate aerobic,negative,nitrate_reduction,"acetate,adonitol,alanine,arabinose,citrate,fructose,gluconic_acid,glucose,glycerol,histidine,mannitol,mannose,myoinositol,serine,trehalose",no,flagella,bacillus
258723,191769,facultative,positive,"aerobic_chemo_heterotrophy,fermentation","acetate,cellobiose,ethanol,fructose,galactose,glucose,lactose,maltose,mannitol,sorbitol,sucrose,xylose",no,no,bacillus
259059,2767888,microaerophilic,positive,fermentation,"fructose,galactose,glucose,mannitol,mannose,salicin,sucrose,trehalose",NA,flagella,bacillus
259063,1843210,anaerobic,positive,"fermentation,cellulose_degradation","arabinose,cellobiose,fructose,galactose,glucose,lactose,maltose,mannose,raffinose,ribose,sucrose,trehalose,xylose",yes,flagella,bacillus
259354,218207,anaerobic,negative,sulfate_reduction,"butanol,glycerol,malate,pyruvate,valerate",no,no,bacillus
259390,1817,obligate aerobic,positive,nitrate_reduction,"acetate,galactose,glucose,mannose,sucrose",NA,no,NA
259537,73029,facultative,negative,"hydrocarbon_degradation,chlorate_reduction","NA",no,yes,bacillus
260084,76890,obligate aerobic,negative,nitrate_reduction,"alanine,arabinose,cellobiose,fructose,galactose,glucose,lactose,maltose,mannose,melibiose,proline,raffinose,rhamnose,sucrose,trehalose,xylose",no,flagella,bacillus
260085,165696,obligate aerobic,negative,"aromatic_compound_degradation,nitrate_reduction","alanine,arabinose,cellobiose,fructose,glucose,maltose,mannose,proline,rhamnose,sucrose,xylose",no,no,bacillus
260086,1847,obligate aerobic,positive,"nitrification,nitrate_reduction","adonitol,arabinose,galactose,maltose,mannose",yes,NA,bacillus
260364,22,NA,negative,nitrate_reduction,"lactate,malate,maltose,succinate",no,flagella,bacillus
260365,22,NA,negative,nitrate_reduction,"galactose,lactate,malate,maltose,succinate",no,flagella,bacillus
260552,48073,facultative,negative,nitrate_reduction,"cellobiose,glucose,maltose,xylose",no,no,bacillus
260553,1696,obligate aerobic,positive,"NA",glucose,no,no,coccus
260554,1386,obligate aerobic,positive,nitrate_reduction,"arabinose,arginine,cellobiose,citrate,fructose,gelatin,glucose,glycerol,glycogen,maltose,mannitol,mannose,myoinositol,ornithine,raffinose,ribose,salicin,sorbitol,sucrose,trehalose,tween_20,tween_80,xylitol,xylose",yes,flagella,bacillus
260714,194,microaerophilic,negative,nitrate_reduction,"NA",no,yes,bacillus
68175,1883,NA,positive,"NA","cellobiose,fructose,galactose,glucose,glycerol,glycogen,maltose,mannitol,mannose,melibiose,nacetylgulcosamine,raffinose,rhamnose,ribose,trehalose,xylitol,xylose",yes,NA,NA
261164,497,facultative,negative,"NA","acetate,arabinose,cellobiose,citrate,galactose,glucose,lactose,malate,mannose,melibiose,pyruvate,rhamnose,ribose,succinate,tween_40,tween_80,xylose",no,no,coccus
261290,56688,aerobic,negative,"NA","NA",NA,NA,bacillus
261291,56688,aerobic,negative,"NA","NA",NA,NA,NA
261299,1505657,anaerobic,positive,fermentation,"NA",yes,yes,bacillus
261302,1822464,aerobic,negative,nitrogen_fixation,"fructose,glucose,xylose",no,yes,bacillus
261392,157,anaerobic,NA,"NA",maltose,NA,flagella,spiral
261477,1817,aerobic,positive,"NA","NA",NA,no,filament
261524,1763,aerobic,positive,pah_degradation,"NA",no,no,bacillus
261654,1873,aerobic,positive,"NA","NA",NA,NA,NA
261685,261684,anaerobic,negative,carbon_monoxide_oxidation,"arabinose,fructose,glucose,lactose,maltose,mannitol,pyruvate,sucrose,xylose",no,NA,bacillus
261934,261933,aerobic,negative,nitrate_reduction,"acetate,arabinose,aspartate,cellobiose,fructose,galactose,gluconic_acid,glucose,glycerol,lactose,malate,mannitol,mannose,proline,pyruvate,raffinose,rhamnose,ribose,salicin,serine,sorbitol,sucrose,trehalose,xylose",no,no,NA
261938,872,NA,NA,"hydrogen_oxidation_dark,nitrate_reduction,fermentation,sulfite_reduction,sulfate_reduction,thiosulfate_reduction","NA",NA,NA,NA
261964,261963,facultative,negative,nitrate_reduction,"gelatin,tween_20,tween_40,tween_60,tween_80",no,no,bacillus
261965,261963,NA,negative,nitrate_reduction,"gelatin,leucine,tween_20,tween_40,tween_60,tween_80",no,no,bacillus
262004,286104,aerobic,negative,"NA","NA",NA,NA,NA
262076,2742,NA,negative,nitrate_reduction,"fructose,glycerol,succinate,tween_20,tween_40,tween_60,tween_80",no,flagella,bacillus
262077,2742,anaerobic,negative,"NA","succinate,tween_20,tween_40,tween_60,tween_80",no,flagella,bacillus
262208,57493,microaerophilic,positive,nitrate_reduction,"NA",NA,NA,NA
262209,53457,obligate aerobic,positive,nitrate_reduction,"acetate,citrate,formic_acid,malate",no,no,coccus
262320,237,aerobic,negative,"NA","NA",NA,NA,NA
262323,68,NA,negative,"NA","NA",NA,NA,NA
262324,68,NA,negative,urea_degradation,"NA",NA,NA,NA
262325,68,obligate aerobic,negative,"NA","3hydroxybutyrate,acetate,glycogen,proline,valerate",NA,yes,bacillus
262489,NA,anaerobic,negative,"NA","NA",NA,yes,bacillus
262668,469,obligate aerobic,negative,"NA","acetate,aspartate,citrate,ethanol,gelatin,histidine,malate,malonate",no,no,coccobacillus
37919,1827,aerobic,positive,"NA","acetate,alphacyclodextrin,fucose,propionate,trehalose",NA,no,bacillus
262806,43673,aerobic,positive,"NA","arabinose,cellobiose,fructose,galactose,gluconic_acid,glucose,glycerol,glycogen,lactose,mannose,melibiose,salicin,sucrose,trehalose,xylose",NA,no,bacillus
262898,1873,obligate aerobic,positive,xylan_degradation,"arabinose,cellobiose,galactose,glucose,histidine,maltose,mannose,melibiose,raffinose,sucrose,trehalose",yes,NA,NA
263067,263066,aerobic,NA,"NA","NA",NA,NA,NA
263378,263377,aerobic,negative,"NA","tween_20,urea",no,no,bacillus
263437,953,aerobic,negative,"NA","NA",no,NA,coccus
263438,953,aerobic,negative,"NA","NA",NA,NA,NA
263474,2837501,NA,positive,nitrate_reduction,"2ketogluconate,glucosamine,lactose,salicin",yes,yes,bacillus
263475,496496,facultative,positive,"NA","fructose,nacetylgulcosamine",yes,yes,bacillus
263476,496496,obligate aerobic,positive,nitrate_reduction,"NA",yes,yes,bacillus
263511,263510,aerobic,negative,"nitrogen_fixation,autotrophy","NA",NA,NA,coccus
