,Sample Name,run_accession,analyte_type,submitted_subject_id
2727,700038259,SRR044058,G_DNA_Saliva,764669880.0
2728,700024936,SRR044059,G_DNA_Buccal mucosa,764669880.0
2729,700024621,SRR044060,G_DNA_Tongue dorsum,764325968.0
2730,700023690,SRR044061,G_DNA_Subgingival plaque,764062976.0
2731,700038237,SRR044062,G_DNA_Buccal mucosa,764669880.0
2733,700106056,SRR044064,G_DNA_Stool,764184357.0
2734,700024613,SRR044065,G_DNA_Anterior nares,764325968.0
2735,700023684,SRR044066,G_DNA_Palatine Tonsils,764062976.0
2736,700024011,SRR044067,G_DNA_Hard palate,764184357.0
2737,700038241,SRR044068,G_DNA_Palatine Tonsils,764669880.0
2738,700023676,SRR044069,G_DNA_Tongue dorsum,764062976.0
2739,700023900,SRR044070,G_DNA_Subgingival plaque,764143897.0
2741,700024211,SRR044072,G_DNA_Saliva,764285508.0
2742,700023670,SRR044073,G_DNA_Posterior fornix,764062976.0
2743,700038233,SRR044074,G_DNA_Tongue dorsum,764669880.0
2744,700023668,SRR044075,G_DNA_Mid vagina,764062976.0
2745,700024940,SRR044076,G_DNA_Palatine Tonsils,764669880.0
2746,700024928,SRR044077,G_DNA_Anterior nares,764669880.0
2748,700023902,SRR044079,G_DNA_Stool,764143897.0
2749,700024946,SRR044080,G_DNA_Subgingival plaque,764669880.0
2750,700024023,SRR044081,G_DNA_Subgingival plaque,764184357.0
2751,700023680,SRR044082,G_DNA_Buccal mucosa,764062976.0
2752,700106052,SRR044083,G_DNA_Mid vagina,764184357.0
2753,700023682,SRR044084,G_DNA_Attached/Keratinized gingiva,764062976.0
2754,700024229,SRR044085,G_DNA_Supragingival plaque,764285508.0
2755,700023894,SRR044086,G_DNA_Palatine Tonsils,764143897.0
2756,700024615,SRR044087,G_DNA_Stool,764325968.0
2757,700024001,SRR044088,G_DNA_Mid vagina,764184357.0
2758,700024627,SRR044089,G_DNA_Attached/Keratinized gingiva,764325968.0
2759,700024227,SRR044090,G_DNA_Throat,764285508.0
2761,700024823,SRR044125,G_DNA_Supragingival plaque,764366428.0
2763,700024268,SRR044127,G_DNA_Mid vagina,764346198.0
2764,700024177,SRR044128,G_DNA_Attached/Keratinized gingiva,764245047.0
2766,700024377,SRR044130,G_DNA_Subgingival plaque,764467579.0
2769,700024441,SRR044133,G_DNA_Supragingival plaque,764224817.0
2770,700024369,SRR044134,G_DNA_Attached/Keratinized gingiva,764467579.0
2771,700024270,SRR044135,G_DNA_Posterior fornix,764346198.0
2772,700024671,SRR044136,G_DNA_Subgingival plaque,764447348.0
2773,700024169,SRR044137,G_DNA_Tongue dorsum,764245047.0
2776,700024371,SRR044140,G_DNA_Palatine Tonsils,764467579.0
2777,700024316,SRR044141,G_DNA_Anterior nares,764487809.0
2778,700024290,SRR044142,G_DNA_Subgingival plaque,764346198.0
2779,700024288,SRR044143,G_DNA_Supragingival plaque,764346198.0
2781,700024841,SRR044145,G_DNA_Vaginal introitus,764366428.0
2784,700024254,SRR044148,G_DNA_Stool,764346198.0
2785,700024264,SRR044149,G_DNA_Anterior nares,764346198.0
2786,700024159,SRR044150,G_DNA_Vaginal introitus,764245047.0
2788,700024363,SRR044152,G_DNA_Tongue dorsum,764467579.0
2792,700024673,SRR044156,G_DNA_Stool,764447348.0
2794,700024334,SRR044158,G_DNA_Throat,764487809.0
2795,700024266,SRR044159,G_DNA_Vaginal introitus,764346198.0
2796,700024419,SRR044160,G_DNA_Hard palate,764224817.0
2797,700024318,SRR044161,G_DNA_Stool,764487809.0
2800,700024286,SRR044164,G_DNA_Throat,764346198.0
2802,700024663,SRR044166,G_DNA_Attached/Keratinized gingiva,764447348.0
2803,700024825,SRR044167,G_DNA_Subgingival plaque,764366428.0
2805,700024421,SRR044169,G_DNA_Buccal mucosa,764224817.0
2806,700024683,SRR044170,G_DNA_Anterior nares,764447348.0
2810,700024391,SRR044174,G_DNA_Vaginal introitus,764467579.0
2811,700024669,SRR044175,G_DNA_Supragingival plaque,764447348.0
2812,700024161,SRR044176,G_DNA_Mid vagina,764245047.0
2813,700024661,SRR044177,G_DNA_Buccal mucosa,764447348.0
2817,700024657,SRR044181,G_DNA_Tongue dorsum,764447348.0
2818,700024443,SRR044182,G_DNA_Subgingival plaque,764224817.0
2819,700024659,SRR044183,G_DNA_Hard palate,764447348.0
2820,700024653,SRR044184,G_DNA_Saliva,764447348.0
2821,700024819,SRR044185,G_DNA_Palatine Tonsils,764366428.0
2822,700024635,SRR044186,G_DNA_Subgingival plaque,764325968.0
2824,700024821,SRR044188,G_DNA_Throat,764366428.0
2825,700024282,SRR044189,G_DNA_Attached/Keratinized gingiva,764346198.0
2827,700024175,SRR044191,G_DNA_Buccal mucosa,764245047.0
2828,700024665,SRR044192,G_DNA_Palatine Tonsils,764447348.0
2831,700024395,SRR044195,G_DNA_Posterior fornix,764467579.0
2832,700024667,SRR044196,G_DNA_Throat,764447348.0
2833,700024393,SRR044197,G_DNA_Mid vagina,764467579.0
2834,700024375,SRR044198,G_DNA_Supragingival plaque,764467579.0
2836,700024717,SRR044200,G_DNA_Tongue dorsum,764508039.0
2838,700037722,SRR044293,G_DNA_Buccal mucosa,765034022.0
2841,700024786,SRR044296,G_DNA_Supragingival plaque,764588959.0
2843,700024729,SRR044298,G_DNA_Supragingival plaque,764508039.0
2846,700037210,SRR044301,G_DNA_Buccal mucosa,765013792.0
2849,700024778,SRR044304,G_DNA_Buccal mucosa,764588959.0
2850,700037068,SRR044305,G_DNA_Throat,765094712.0
2853,700037230,SRR044308,G_DNA_Anterior nares,765013792.0
2862,700024752,SRR044317,G_DNA_Stool,764588959.0
2864,700024788,SRR044319,G_DNA_Subgingival plaque,764588959.0
2866,700024768,SRR044321,G_DNA_Posterior fornix,764588959.0
2869,700037712,SRR044324,G_DNA_Vaginal introitus,765034022.0
2870,700024876,SRR044325,G_DNA_Anterior nares,764649650.0
2871,700037728,SRR044326,G_DNA_Throat,765034022.0
2873,700024766,SRR044328,G_DNA_Mid vagina,764588959.0
2919,700024472,SRR044698,G_DNA_Saliva,763435843.0
2920,700024462,SRR044699,G_DNA_R_Retroauricular crease,763435843.0
2921,700024484,SRR044700,G_DNA_Palatine Tonsils,763435843.0
2922,700024486,SRR044701,G_DNA_Throat,763435843.0
2923,700024488,SRR044702,G_DNA_Supragingival plaque,763435843.0
2924,700024466,SRR044703,G_DNA_R_Antecubital fossa,763435843.0
2925,700024490,SRR044704,G_DNA_Subgingival plaque,763435843.0
2926,700024470,SRR044705,G_DNA_Stool,763435843.0
2927,700024482,SRR044706,G_DNA_Attached/Keratinized gingiva,763435843.0
2928,700024464,SRR044707,G_DNA_L_Antecubital fossa,763435843.0
2929,700024468,SRR044708,G_DNA_Anterior nares,763435843.0
2930,700024476,SRR044709,G_DNA_Tongue dorsum,763435843.0
2931,700024460,SRR044710,G_DNA_L_Retroauricular crease,763435843.0
2955,700037558,SRR044734,G_DNA_Anterior nares,764083206.0
2956,700037578,SRR044735,G_DNA_Supragingival plaque,764083206.0
2957,700024127,SRR044736,G_DNA_Subgingival plaque,764083206.0
2958,700024123,SRR044737,G_DNA_Throat,764083206.0
2959,700037566,SRR044738,G_DNA_Tongue dorsum,764083206.0
2960,700024115,SRR044739,G_DNA_Hard palate,764083206.0
2961,700024107,SRR044740,G_DNA_Stool,764083206.0
2962,700037570,SRR044741,G_DNA_Buccal mucosa,764083206.0
2963,700037572,SRR044742,G_DNA_Attached/Keratinized gingiva,764083206.0
2964,700024119,SRR044743,G_DNA_Attached/Keratinized gingiva,764083206.0
2965,700037562,SRR044744,G_DNA_Saliva,764083206.0
2966,700037576,SRR044745,G_DNA_Throat,764083206.0
2967,700024109,SRR044746,G_DNA_Saliva,764083206.0
2968,700037556,SRR044747,G_DNA_R_Antecubital fossa,764083206.0
2969,700024099,SRR044748,G_DNA_R_Retroauricular crease,764083206.0
2970,700024101,SRR044749,G_DNA_L_Antecubital fossa,764083206.0
2971,700037568,SRR044750,G_DNA_Hard palate,764083206.0
2972,700037550,SRR044751,G_DNA_L_Retroauricular crease,764083206.0
2973,700024103,SRR044752,G_DNA_R_Antecubital fossa,764083206.0
2974,700037554,SRR044753,G_DNA_L_Antecubital fossa,764083206.0
2975,700024121,SRR044754,G_DNA_Palatine Tonsils,764083206.0
2976,700024097,SRR044755,G_DNA_L_Retroauricular crease,764083206.0
2977,700037582,SRR044756,G_DNA_Tongue dorsum,764083206.0
2978,700037560,SRR044757,G_DNA_Stool,764083206.0
2979,700024105,SRR044758,G_DNA_Anterior nares,764083206.0
2980,700024125,SRR044759,G_DNA_Supragingival plaque,764083206.0
2981,700037580,SRR044760,G_DNA_Subgingival plaque,764083206.0
2986,700024478,SRR047451,G_DNA_Hard palate,763435843.0
2993,700024117,SRR047458,G_DNA_Buccal mucosa,764083206.0
2994,700037552,SRR047459,G_DNA_R_Retroauricular crease,764083206.0
2995,700024480,SRR049225,G_DNA_Buccal mucosa,763435843.0
2997,700037574,SRR049227,G_DNA_Palatine Tonsils,764083206.0
2998,700035977,SRR040771,G_DNA_Supragingival plaque,160259276.0
2999,700102432,SRR040853,G_DNA_Stool,160158126.0
3000,700037718,SRR044333,G_DNA_Tongue dorsum,765034022.0
3001,700024892,SRR044334,G_DNA_Buccal mucosa,764649650.0
3002,700024900,SRR044335,G_DNA_Supragingival plaque,764649650.0
3007,700037014,SRR044340,G_DNA_Posterior fornix,764710340.0
3008,700024780,SRR044341,G_DNA_Attached/Keratinized gingiva,764588959.0
3010,700024866,SRR044343,G_DNA_Stool,764649650.0
3019,700037026,SRR044352,G_DNA_Stool,764710340.0
3020,700038364,SRR044353,G_DNA_Anterior nares,764892411.0
3021,700024978,SRR044354,G_DNA_Saliva,765074482.0
3022,700024890,SRR044355,G_DNA_Hard palate,764649650.0
3025,700037724,SRR044358,G_DNA_Attached/Keratinized gingiva,765034022.0
3028,700024902,SRR044361,G_DNA_Subgingival plaque,764649650.0
3029,700024725,SRR044362,G_DNA_Palatine Tonsils,764508039.0
3030,700037710,SRR044363,G_DNA_Anterior nares,765034022.0
3031,700037010,SRR044364,G_DNA_Vaginal introitus,764710340.0
3033,700024884,SRR044366,G_DNA_Saliva,764649650.0
3034,700024784,SRR044367,G_DNA_Throat,764588959.0
3043,700024262,SRR044514,G_DNA_R_Antecubital fossa,764346198.0
3044,700024833,SRR044515,G_DNA_R_Retroauricular crease,764366428.0
3045,700024611,SRR044516,G_DNA_R_Antecubital fossa,764325968.0
3046,700024429,SRR044517,G_DNA_R_Retroauricular crease,764224817.0
3047,700037044,SRR044518,G_DNA_L_Retroauricular crease,765094712.0
3048,700037046,SRR044519,G_DNA_R_Retroauricular crease,765094712.0
3049,700023993,SRR044520,G_DNA_L_Antecubital fossa,764184357.0
3050,700038356,SRR044521,G_DNA_L_Retroauricular crease,764892411.0
3051,700024926,SRR044522,G_DNA_R_Antecubital fossa,764669880.0
3052,700037702,SRR044523,G_DNA_L_Retroauricular crease,765034022.0
3053,700023989,SRR044524,G_DNA_L_Retroauricular crease,764184357.0
3054,700038358,SRR044525,G_DNA_R_Retroauricular crease,764892411.0
3055,700024968,SRR044526,G_DNA_L_Retroauricular crease,765074482.0
3056,700024256,SRR044527,G_DNA_L_Retroauricular crease,764346198.0
3057,700024974,SRR044528,G_DNA_R_Antecubital fossa,765074482.0
3058,700024681,SRR044529,G_DNA_R_Antecubital fossa,764447348.0
3059,700024972,SRR044530,G_DNA_L_Antecubital fossa,765074482.0
3060,700037228,SRR044531,G_DNA_R_Antecubital fossa,765013792.0
3061,700024433,SRR044532,G_DNA_R_Antecubital fossa,764224817.0
3062,700024310,SRR044533,G_DNA_R_Retroauricular crease,764487809.0
3063,700024675,SRR044534,G_DNA_L_Retroauricular crease,764447348.0
3064,700038255,SRR044535,G_DNA_R_Antecubital fossa,764669880.0
3065,700037224,SRR044536,G_DNA_R_Retroauricular crease,765013792.0
3066,700023906,SRR044537,G_DNA_R_Retroauricular crease,764143897.0
3067,700024705,SRR044538,G_DNA_L_Antecubital fossa,764508039.0
3068,700038249,SRR044539,G_DNA_L_Retroauricular crease,764669880.0
3069,700024835,SRR044540,G_DNA_L_Antecubital fossa,764366428.0
3070,700037278,SRR044541,G_DNA_L_Antecubital fossa,765135172.0
3071,700024868,SRR044542,G_DNA_L_Retroauricular crease,764649650.0
3072,700024754,SRR044543,G_DNA_L_Retroauricular crease,764588959.0
3073,700023662,SRR044544,G_DNA_R_Antecubital fossa,764062976.0
3074,700024258,SRR044545,G_DNA_R_Retroauricular crease,764346198.0
3075,700106040,SRR044546,G_DNA_L_Retroauricular crease,764184357.0
3076,700024605,SRR044547,G_DNA_L_Retroauricular crease,764325968.0
3077,700024970,SRR044548,G_DNA_R_Retroauricular crease,765074482.0
3078,700024260,SRR044549,G_DNA_L_Antecubital fossa,764346198.0
3079,700037024,SRR044550,G_DNA_R_Antecubital fossa,764710340.0
3080,700024308,SRR044551,G_DNA_L_Retroauricular crease,764487809.0
3081,700037276,SRR044552,G_DNA_R_Retroauricular crease,765135172.0
3082,700023904,SRR044553,G_DNA_L_Retroauricular crease,764143897.0
3083,700038251,SRR044554,G_DNA_R_Retroauricular crease,764669880.0
3084,700106042,SRR044555,G_DNA_R_Retroauricular crease,764184357.0
3085,700024151,SRR044556,G_DNA_R_Retroauricular crease,764245047.0
3086,700037048,SRR044557,G_DNA_L_Antecubital fossa,765094712.0
3087,700024924,SRR044558,G_DNA_L_Antecubital fossa,764669880.0
3088,700024149,SRR044559,G_DNA_L_Retroauricular crease,764245047.0
3089,700106046,SRR044560,G_DNA_R_Antecubital fossa,764184357.0
3090,700024431,SRR044561,G_DNA_L_Antecubital fossa,764224817.0
3091,700037706,SRR044562,G_DNA_L_Antecubital fossa,765034022.0
3092,700037222,SRR044563,G_DNA_L_Retroauricular crease,765013792.0
3093,700037018,SRR044564,G_DNA_L_Retroauricular crease,764710340.0
3094,700023995,SRR044565,G_DNA_R_Antecubital fossa,764184357.0
3095,700037020,SRR044566,G_DNA_R_Retroauricular crease,764710340.0
3096,700024701,SRR044567,G_DNA_L_Retroauricular crease,764508039.0
3097,700024872,SRR044568,G_DNA_L_Antecubital fossa,764649650.0
3098,700024607,SRR044569,G_DNA_R_Retroauricular crease,764325968.0
3099,700024677,SRR044570,G_DNA_R_Retroauricular crease,764447348.0
3100,700024609,SRR044571,G_DNA_L_Antecubital fossa,764325968.0
3101,700023991,SRR044572,G_DNA_R_Retroauricular crease,764184357.0
3102,700024312,SRR044573,G_DNA_L_Antecubital fossa,764487809.0
3103,700024870,SRR044574,G_DNA_R_Retroauricular crease,764649650.0
3104,700024703,SRR044575,G_DNA_R_Retroauricular crease,764508039.0
3105,700037274,SRR044576,G_DNA_L_Retroauricular crease,765135172.0
3106,700024922,SRR044577,G_DNA_R_Retroauricular crease,764669880.0
3107,700037050,SRR044578,G_DNA_R_Antecubital fossa,765094712.0
3108,700038362,SRR044579,G_DNA_R_Antecubital fossa,764892411.0
3110,700038360,SRR044581,G_DNA_L_Antecubital fossa,764892411.0
3116,700014994,SRR044766,G_DNA_Subgingival plaque,158822939.0
3118,700015265,SRR044769,G_DNA_Tongue dorsum,158802708.0
3119,700033749,SRR044770,G_DNA_Stool,159713063.0
3121,700033171,SRR044772,G_DNA_Attached/Keratinized gingiva,159733294.0
3123,700033023,SRR044774,G_DNA_L_Retroauricular crease,159247771.0
3125,700033438,SRR044776,G_DNA_Stool,159470302.0
3126,700014979,SRR044777,G_DNA_Buccal mucosa,158822939.0
3132,700016374,SRR044783,G_DNA_Subgingival plaque,159005010.0
3135,700016029,SRR044786,G_DNA_Stool,159085930.0
3137,700016649,SRR044788,G_DNA_Subgingival plaque,159166850.0
3143,700016067,SRR044794,G_DNA_Buccal mucosa,158964549.0
3149,700014973,SRR044801,G_DNA_Tongue dorsum,158822939.0
3151,700015981,SRR044803,G_DNA_Stool,159247771.0
3152,700015659,SRR044804,G_DNA_Supragingival plaque,158924089.0
3153,700016664,SRR044805,G_DNA_Anterior nares,159166850.0
3155,700033014,SRR044807,G_DNA_Throat,159247771.0
3157,700016158,SRR044810,G_DNA_Buccal mucosa,159146620.0
3158,700016069,SRR044811,G_DNA_Attached/Keratinized gingiva,158964549.0
3160,700033761,SRR044813,G_DNA_Tongue dorsum,159713063.0
3162,700033020,SRR044815,G_DNA_Subgingival plaque,159247771.0
3165,700014991,SRR044818,G_DNA_Supragingival plaque,158822939.0
3170,700033455,SRR044823,G_DNA_Tongue dorsum,159470302.0
3173,700033153,SRR044826,G_DNA_Stool,159733294.0
3176,700033179,SRR044829,G_DNA_Subgingival plaque,159733294.0
3177,700033477,SRR044830,G_DNA_Subgingival plaque,159470302.0
3178,700033191,SRR044831,G_DNA_Vaginal introitus,159733294.0
3179,700015662,SRR044832,G_DNA_Subgingival plaque,158924089.0
3180,700015301,SRR044833,G_DNA_Anterior nares,158802708.0
3181,700033775,SRR044834,G_DNA_Subgingival plaque,159713063.0
3185,700033767,SRR044838,G_DNA_Attached/Keratinized gingiva,159713063.0
3186,700033017,SRR044839,G_DNA_Supragingival plaque,159247771.0
3187,700033492,SRR044840,G_DNA_Anterior nares,159470302.0
3192,700033026,SRR044993,G_DNA_R_Retroauricular crease,159247771.0
3196,700016075,SRR044998,G_DNA_Supragingival plaque,158964549.0
3222,700033169,SRR045024,G_DNA_Buccal mucosa,159733294.0
3227,700016640,SRR045029,G_DNA_Palatine Tonsils,159166850.0
3235,700033176,SRR045037,G_DNA_Supragingival plaque,159733294.0
3240,700033773,SRR045042,G_DNA_Supragingival plaque,159713063.0
3258,700033450,SRR045060,G_DNA_Saliva,159470302.0
3302,700016156,SRR045179,G_DNA_Hard palate,159146620.0
3326,700033468,SRR045203,G_DNA_Palatine Tonsils,159470302.0
3328,700033779,SRR045205,G_DNA_R_Retroauricular crease,159713063.0
3345,700016504,SRR045222,G_DNA_Mid vagina,159085930.0
3354,700016170,SRR045231,G_DNA_L_Retroauricular crease,159146620.0
3358,700015653,SRR045235,G_DNA_Palatine Tonsils,158924089.0
3359,700016065,SRR045236,G_DNA_Hard palate,158964549.0
3360,700033763,SRR045237,G_DNA_Hard palate,159713063.0
3368,700016101,SRR045245,G_DNA_Posterior fornix,159005010.0
3374,700016370,SRR045251,G_DNA_Throat,159005010.0
3375,700016506,SRR045252,G_DNA_Posterior fornix,159085930.0
3380,700016502,SRR045257,G_DNA_Vaginal introitus,159085930.0
3384,700033765,SRR045261,G_DNA_Buccal mucosa,159713063.0
3389,700033777,SRR045266,G_DNA_L_Retroauricular crease,159713063.0
3395,700033785,SRR045272,G_DNA_Anterior nares,159713063.0
3396,700033008,SRR045273,G_DNA_Attached/Keratinized gingiva,159247771.0
3408,700016658,SRR045285,G_DNA_L_Antecubital fossa,159166850.0
3409,700016172,SRR045286,G_DNA_R_Retroauricular crease,159146620.0
3410,700023096,SRR045553,G_DNA_Stool,763698834.0
3412,700038049,SRR045555,G_DNA_Supragingival plaque,763597684.0
3419,700038053,SRR045562,G_DNA_Stool,763597684.0
3420,700038726,SRR045563,G_DNA_R_Retroauricular crease,763698834.0
3421,700038462,SRR045564,G_DNA_Attached/Keratinized gingiva,763536994.0
3425,700038740,SRR045568,G_DNA_Stool,763698834.0
3426,700038708,SRR045569,G_DNA_Tongue dorsum,763698834.0
3427,700021860,SRR045570,G_DNA_Tongue dorsum,763536994.0
3430,700038456,SRR045573,G_DNA_Tongue dorsum,763536994.0
3431,700038037,SRR045574,G_DNA_Tongue dorsum,763597684.0
3434,700023112,SRR045577,G_DNA_Anterior nares,763698834.0
3435,700023331,SRR045578,G_DNA_Subgingival plaque,763597684.0
3436,700021868,SRR045579,G_DNA_Palatine Tonsils,763536994.0
3437,700038039,SRR045580,G_DNA_Hard palate,763597684.0
3438,700038712,SRR045581,G_DNA_Buccal mucosa,763698834.0
3442,700038051,SRR045585,G_DNA_Subgingival plaque,763597684.0
3444,700023080,SRR045587,G_DNA_Tongue dorsum,763698834.0
3445,700038464,SRR045588,G_DNA_Palatine Tonsils,763536994.0
3451,700038722,SRR045594,G_DNA_Subgingival plaque,763698834.0
3453,700038720,SRR045596,G_DNA_Supragingival plaque,763698834.0
3458,700023329,SRR045601,G_DNA_Supragingival plaque,763597684.0
3460,700038047,SRR045603,G_DNA_Throat,763597684.0
3462,700038716,SRR045605,G_DNA_Palatine Tonsils,763698834.0
3463,700038734,SRR045606,G_DNA_Vaginal introitus,763698834.0
3464,700023088,SRR045607,G_DNA_Palatine Tonsils,763698834.0
3466,700038458,SRR045609,G_DNA_Hard palate,763536994.0
3467,700021886,SRR045610,G_DNA_Anterior nares,763536994.0
3468,700023315,SRR045611,G_DNA_Palatine Tonsils,763597684.0
3479,700023102,SRR045622,G_DNA_Posterior fornix,763698834.0
3487,700023317,SRR045630,G_DNA_Throat,763597684.0
3488,700023090,SRR045631,G_DNA_Throat,763698834.0
3491,700023100,SRR045634,G_DNA_Mid vagina,763698834.0
3492,700038043,SRR045635,G_DNA_Attached/Keratinized gingiva,763597684.0
3493,700023086,SRR045636,G_DNA_Attached/Keratinized gingiva,763698834.0
3499,700023082,SRR045642,G_DNA_Hard palate,763698834.0
3502,700038045,SRR045645,G_DNA_Palatine Tonsils,763597684.0
3510,700038031,SRR045653,G_DNA_Anterior nares,763597684.0
3526,700037321,SRR045806,G_DNA_Supragingival plaque,765256553.0
3527,700037359,SRR045807,G_DNA_Saliva,765216093.0
3528,700037161,SRR045808,G_DNA_Subgingival plaque,765195863.0
3529,700037989,SRR045809,G_DNA_Tongue dorsum,765317243.0
3530,700037389,SRR045810,G_DNA_Stool,765216093.0
3531,700037108,SRR045811,G_DNA_Supragingival plaque,765155402.0
3532,700037173,SRR045812,G_DNA_Vaginal introitus,765195863.0
3533,700037846,SRR045813,G_DNA_Vaginal introitus,765337473.0
3534,700037122,SRR045814,G_DNA_Stool,765155402.0
3535,700037151,SRR045815,G_DNA_Buccal mucosa,765195863.0
3536,700037991,SRR045816,G_DNA_Hard palate,765317243.0
3537,700037437,SRR045817,G_DNA_Stool,765276783.0
3538,700037118,SRR045818,G_DNA_R_Antecubital fossa,765155402.0
3541,700038410,SRR045821,G_DNA_R_Antecubital fossa,765701615.0
3543,700038620,SRR045823,G_DNA_L_Antecubital fossa,404239096.0
3545,700037433,SRR045825,G_DNA_R_Antecubital fossa,765276783.0
3546,700037840,SRR045826,G_DNA_L_Antecubital fossa,765337473.0
3547,700038974,SRR045827,G_DNA_R_Antecubital fossa,370027359.0
3550,700037842,SRR045830,G_DNA_R_Antecubital fossa,765337473.0
3551,700037783,SRR045831,G_DNA_L_Antecubital fossa,765377934.0
3552,700037876,SRR045832,G_DNA_R_Antecubital fossa,765560005.0
3554,700038306,SRR045834,G_DNA_L_Retroauricular crease,765661155.0
3556,700038406,SRR045836,G_DNA_R_Retroauricular crease,765701615.0
3557,700037169,SRR045837,G_DNA_L_Antecubital fossa,765195863.0
3558,700037969,SRR045838,G_DNA_L_Retroauricular crease,765317243.0
3559,700038944,SRR045839,G_DNA_L_Antecubital fossa,355657046.0
3560,700037325,SRR045840,G_DNA_L_Retroauricular crease,765256553.0
3562,700038185,SRR045842,G_DNA_R_Antecubital fossa,765539774.0
3563,700037114,SRR045843,G_DNA_R_Retroauricular crease,765155402.0
3564,700037995,SRR045946,G_DNA_Attached/Keratinized gingiva,765317243.0
3565,700037373,SRR045947,G_DNA_Throat,765216093.0
3566,700037110,SRR045948,G_DNA_Subgingival plaque,765155402.0
3567,700037832,SRR045949,G_DNA_Supragingival plaque,765337473.0
3568,700037767,SRR045950,G_DNA_Buccal mucosa,765377934.0
3569,700037997,SRR045951,G_DNA_Palatine Tonsils,765317243.0
3570,700037826,SRR045952,G_DNA_Attached/Keratinized gingiva,765337473.0
3571,700037313,SRR045953,G_DNA_Buccal mucosa,765256553.0
3573,700037828,SRR045955,G_DNA_Palatine Tonsils,765337473.0
3574,700037177,SRR045956,G_DNA_Posterior fornix,765195863.0
3575,700037377,SRR045957,G_DNA_Subgingival plaque,765216093.0
3576,700037305,SRR045958,G_DNA_Saliva,765256553.0
3577,700037981,SRR045959,G_DNA_Mid vagina,765317243.0
3578,700037365,SRR045960,G_DNA_Hard palate,765216093.0
3579,700037824,SRR045961,G_DNA_Buccal mucosa,765337473.0
3580,700037104,SRR045962,G_DNA_Palatine Tonsils,765155402.0
3581,700037337,SRR045963,G_DNA_Mid vagina,765256553.0
3582,700037363,SRR045964,G_DNA_Tongue dorsum,765216093.0
3583,700037771,SRR045965,G_DNA_Palatine Tonsils,765377934.0
3584,700037100,SRR045966,G_DNA_Buccal mucosa,765155402.0
3585,700037317,SRR045967,G_DNA_Palatine Tonsils,765256553.0
3586,700037096,SRR045968,G_DNA_Tongue dorsum,765155402.0
3587,700037319,SRR045969,G_DNA_Throat,765256553.0
3588,700037421,SRR045970,G_DNA_Throat,765276783.0
3589,700037163,SRR045971,G_DNA_Anterior nares,765195863.0
3590,700037375,SRR045972,G_DNA_Supragingival plaque,765216093.0
3591,700037763,SRR045973,G_DNA_Tongue dorsum,765377934.0
3593,700037369,SRR045975,G_DNA_Attached/Keratinized gingiva,765216093.0
3594,700037339,SRR045976,G_DNA_Posterior fornix,765256553.0
3595,700037850,SRR045977,G_DNA_Posterior fornix,765337473.0
3597,700037367,SRR045979,G_DNA_Buccal mucosa,765216093.0
3598,700037153,SRR045980,G_DNA_Attached/Keratinized gingiva,765195863.0
3599,700037106,SRR045994,G_DNA_Throat,765155402.0
3600,700037411,SRR045995,G_DNA_Tongue dorsum,765276783.0
3601,700105028,SRR045996,G_DNA_Throat,765195863.0
3602,700037309,SRR045997,G_DNA_Tongue dorsum,765256553.0
3603,700037159,SRR045998,G_DNA_Supragingival plaque,765195863.0
3604,700037387,SRR045999,G_DNA_Anterior nares,765216093.0
3605,700037423,SRR046000,G_DNA_Supragingival plaque,765276783.0
3606,700037407,SRR046001,G_DNA_Saliva,765276783.0
3607,700037844,SRR046002,G_DNA_Anterior nares,765337473.0
3608,700037179,SRR046003,G_DNA_Stool,765195863.0
3609,700037993,SRR046004,G_DNA_Buccal mucosa,765317243.0
3610,700037769,SRR046005,G_DNA_Attached/Keratinized gingiva,765377934.0
3611,700037834,SRR046006,G_DNA_Subgingival plaque,765337473.0
3613,700038972,SRR046008,G_DNA_L_Antecubital fossa,370027359.0
3614,700037385,SRR046009,G_DNA_R_Antecubital fossa,765216093.0
3615,700038783,SRR046010,G_DNA_L_Retroauricular crease,508703490.0
3619,700038096,SRR046014,G_DNA_R_Retroauricular crease,765620695.0
3620,700037431,SRR046015,G_DNA_L_Antecubital fossa,765276783.0
3622,700038622,SRR046017,G_DNA_R_Antecubital fossa,404239096.0
3623,700037383,SRR046018,G_DNA_L_Antecubital fossa,765216093.0
3624,700037836,SRR046019,G_DNA_L_Retroauricular crease,765337473.0
3625,700037870,SRR046020,G_DNA_L_Retroauricular crease,765560005.0
3627,700038898,SRR046022,G_DNA_R_Antecubital fossa,861967750.0
3628,700037331,SRR046023,G_DNA_R_Antecubital fossa,765256553.0
3630,700038408,SRR046025,G_DNA_L_Antecubital fossa,765701615.0
3632,700038894,SRR046027,G_DNA_R_Retroauricular crease,861967750.0
3633,700037922,SRR046028,G_DNA_L_Antecubital fossa,765519544.0
3634,700038528,SRR046107,G_DNA_R_Antecubital fossa,763476303.0
3635,700038257,SRR046108,G_DNA_Anterior nares,764669880.0
3636,700106020,SRR046109,G_DNA_Saliva,764184357.0
3637,700023013,SRR046110,G_DNA_L_Antecubital fossa,763516763.0
3638,700023535,SRR046111,G_DNA_R_Antecubital fossa,764002286.0
3640,700023942,SRR046113,G_DNA_L_Antecubital fossa,763982056.0
3641,700023853,SRR046114,G_DNA_R_Antecubital fossa,763759525.0
